               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.053862,            0.041223,           0.0062922,             0.87182,             0.84773,             0.89814,             0.51354,            0.037586,            0.029203,            0.003588,           0.0027693,           0.0027693,            0.068769
                  31,            0.056296,            0.039529,           0.0058984,             0.59796,             0.89355,             0.73258,             0.33579,            0.041015,            0.027382,           0.0035484,           0.0028183,           0.0028183,            0.067718
                  32,            0.051207,            0.040433,           0.0063938,             0.60913,             0.81338,             0.76181,             0.38633,             0.03941,            0.027105,           0.0037378,           0.0028639,           0.0028639,            0.066664
                  33,            0.051837,            0.038622,           0.0055017,             0.75858,             0.82493,             0.86687,             0.45289,             0.03497,            0.026818,           0.0033156,           0.0029059,           0.0029059,            0.065606
                  34,            0.049384,            0.036901,           0.0059021,             0.90087,             0.85592,             0.92859,             0.52737,            0.033309,            0.027266,           0.0044798,           0.0029445,           0.0029445,            0.064544
                  35,            0.052605,            0.036326,           0.0052812,             0.87435,             0.62339,             0.81241,             0.34142,            0.040508,            0.027999,           0.0044753,           0.0029795,           0.0029795,            0.063479
                  36,            0.047761,            0.039584,           0.0050746,             0.83831,             0.85532,             0.90509,             0.45177,            0.034734,            0.026573,            0.002928,           0.0030109,           0.0030109,            0.062411
                  37,            0.049458,            0.037779,           0.0045071,             0.77026,             0.71805,               0.795,              0.4222,            0.043035,             0.02726,           0.0030971,           0.0030387,           0.0030387,            0.061339
                  38,            0.047466,            0.037658,           0.0044626,             0.85119,             0.93768,             0.91889,             0.52081,            0.034002,            0.025954,           0.0024518,            0.003063,            0.003063,            0.060263
                  39,            0.047623,            0.037487,           0.0047791,             0.62612,             0.96737,             0.83097,              0.5118,            0.036835,            0.027044,           0.0030157,           0.0030837,           0.0030837,            0.059184
                  40,            0.047727,            0.038023,           0.0040428,              0.8084,             0.80307,             0.86869,             0.47688,            0.034681,             0.02617,           0.0025523,           0.0031008,           0.0031008,            0.058101
                  41,            0.046455,             0.03897,           0.0044835,              0.9411,             0.66828,             0.88476,             0.40677,            0.039013,            0.027011,           0.0025105,           0.0031143,           0.0031143,            0.057014
                  42,             0.04398,            0.036885,            0.004496,             0.85867,             0.95633,             0.94131,             0.54293,            0.032004,            0.023371,           0.0021448,           0.0031242,           0.0031242,            0.055924
                  43,            0.045065,            0.036695,           0.0037389,             0.70095,             0.84655,             0.84235,             0.42537,            0.035151,            0.025877,           0.0024551,           0.0031306,           0.0031306,            0.054831
                  44,            0.043279,            0.036112,           0.0039482,             0.98016,             0.87244,             0.95175,             0.66851,            0.028417,            0.023215,           0.0022822,           0.0031335,           0.0031335,            0.053734
                  45,            0.048994,            0.038345,           0.0034794,             0.83187,             0.74425,             0.85445,             0.30788,              0.0434,            0.025388,           0.0024892,            0.003133,            0.003133,            0.052633
                  46,            0.051021,            0.034731,            0.004145,             0.80616,              0.9366,             0.91309,             0.53613,            0.034035,            0.023745,           0.0026441,            0.003129,            0.003129,            0.051529
                  47,            0.047347,            0.037357,           0.0036771,             0.82133,             0.78453,             0.86865,              0.4554,            0.036513,              0.0248,           0.0027712,           0.0031217,           0.0031217,            0.050422
                  48,            0.048961,            0.035622,           0.0040557,             0.51855,             0.95369,             0.74602,             0.33767,            0.051435,            0.026923,           0.0032989,            0.003111,            0.003111,            0.049311
                  49,            0.052167,            0.038101,           0.0039267,             0.88127,             0.79987,             0.91176,             0.54153,            0.034515,            0.024775,           0.0023452,           0.0030971,           0.0030971,            0.048197
                  50,            0.045261,            0.034188,           0.0036467,             0.88779,             0.85422,             0.91546,             0.55021,            0.033037,            0.024384,           0.0020198,             0.00308,             0.00308,             0.04708
                  51,            0.045861,            0.033634,           0.0034659,             0.90238,             0.74105,             0.92165,              0.4463,             0.03711,            0.022392,           0.0020996,           0.0030598,           0.0030598,             0.04596
                  52,            0.046887,             0.03281,           0.0035148,             0.85139,             0.86509,             0.92856,              0.5512,            0.035485,            0.022822,           0.0023832,           0.0030366,           0.0030366,            0.044837
                  53,            0.041376,            0.032169,           0.0029489,             0.79381,             0.90426,             0.87778,              0.5089,            0.032658,            0.023492,           0.0021658,           0.0030104,           0.0030104,             0.04371
                  54,             0.04398,            0.035893,           0.0029876,             0.89503,             0.71611,             0.87394,             0.54492,            0.037257,            0.025868,           0.0021573,           0.0029813,           0.0029813,            0.042581
                  55,            0.043724,            0.035394,           0.0033656,             0.68567,             0.95082,             0.89016,             0.49205,            0.037656,            0.024776,           0.0019943,           0.0029496,           0.0029496,             0.04145
                  56,            0.044006,            0.034143,           0.0031664,               0.876,             0.96739,             0.94259,             0.58833,            0.032897,            0.024576,           0.0018335,           0.0029151,           0.0029151,            0.040315
                  57,            0.041808,            0.033921,           0.0030093,             0.84116,             0.84856,             0.91584,             0.55661,            0.034363,            0.023311,           0.0017642,           0.0028782,           0.0028782,            0.039178
                  58,            0.042127,            0.034297,           0.0034171,             0.84453,             0.85102,             0.93827,             0.53418,            0.034795,            0.022647,           0.0018658,           0.0028388,           0.0028388,            0.038039
                  59,            0.041545,            0.033976,           0.0029298,             0.94716,             0.95995,             0.96768,             0.68688,            0.028835,             0.02228,           0.0019533,           0.0027972,           0.0027972,            0.036897
                  60,            0.038159,            0.033764,           0.0026055,             0.89048,             0.94557,             0.95121,             0.61536,            0.029718,            0.022364,           0.0018373,           0.0027533,           0.0027533,            0.035753
                  61,            0.039817,            0.033697,           0.0028394,             0.87266,             0.94565,             0.96104,             0.60234,            0.028914,            0.021092,           0.0017096,           0.0027074,           0.0027074,            0.034607
                  62,            0.040641,            0.031973,           0.0023262,             0.95652,             0.94207,             0.97136,             0.68813,            0.024966,             0.02082,           0.0017028,           0.0026597,           0.0026597,             0.03346
                  63,            0.037196,            0.029892,           0.0028128,             0.88471,             0.88671,             0.95627,             0.56413,            0.031028,            0.021157,           0.0017519,           0.0026101,           0.0026101,             0.03231
                  64,            0.039289,            0.029849,           0.0028529,             0.83462,             0.94479,             0.94767,             0.58425,            0.029817,            0.022957,           0.0016773,            0.002559,            0.002559,            0.031159
                  65,            0.036198,            0.033392,           0.0029976,             0.92298,             0.95647,             0.96008,             0.63506,            0.025302,            0.022564,           0.0014688,           0.0025064,           0.0025064,            0.030006
                  66,            0.037295,            0.030346,            0.002771,             0.90562,             0.95652,             0.96283,             0.63379,            0.027384,            0.022046,           0.0015638,           0.0024524,           0.0024524,            0.028852
                  67,            0.037969,            0.032924,           0.0028027,             0.95303,             0.87535,             0.96445,             0.56964,            0.029921,            0.021506,           0.0016381,           0.0023974,           0.0023974,            0.027697
                  68,            0.035183,            0.031927,           0.0028193,             0.92358,             0.98903,             0.96125,             0.67121,            0.025098,            0.022279,           0.0015955,           0.0023413,           0.0023413,            0.026541
                  69,            0.035046,            0.034057,           0.0021875,             0.90673,             0.97799,             0.96661,             0.64039,            0.026584,            0.020924,           0.0015004,           0.0022844,           0.0022844,            0.025384
                  70,            0.034046,            0.032579,           0.0024036,             0.92837,             0.94082,             0.94794,             0.66543,            0.028189,            0.022488,           0.0015764,           0.0022269,           0.0022269,            0.024227
                  71,              0.0322,            0.029997,           0.0023985,             0.92395,             0.98909,             0.96538,             0.66554,             0.02623,            0.021638,            0.001403,           0.0021689,           0.0021689,            0.023069
                  72,            0.033794,             0.02956,           0.0022196,             0.92997,             0.96549,             0.95422,             0.66614,            0.025499,            0.021932,           0.0013947,           0.0021105,           0.0021105,            0.021911
                  73,            0.034758,            0.031016,           0.0022657,              0.9563,             0.93826,             0.96163,             0.63049,            0.028294,            0.022278,           0.0014017,           0.0020521,           0.0020521,            0.020752
                  74,            0.032258,            0.030309,           0.0018856,             0.94792,             0.96711,             0.96655,              0.6922,              0.0244,            0.021743,           0.0013359,           0.0019937,           0.0019937,            0.019594
                  75,            0.032066,            0.031218,            0.002402,             0.96738,              0.9485,             0.96867,             0.66771,            0.024583,            0.020747,           0.0012951,           0.0019355,           0.0019355,            0.018436
                  76,            0.030877,            0.030868,           0.0022716,             0.95652,             0.93373,             0.97131,               0.615,            0.029077,            0.021769,           0.0013095,           0.0018778,           0.0018778,            0.017278
                  77,            0.035926,            0.031883,           0.0020762,             0.93872,             0.95668,             0.97509,             0.68029,            0.023697,            0.020957,           0.0012875,           0.0018207,           0.0018207,            0.016121
                  78,            0.034493,            0.030365,           0.0022744,             0.95691,             0.93508,             0.96462,             0.63815,            0.027786,            0.020848,           0.0012824,           0.0017644,           0.0017644,            0.014964
                  79,            0.039221,            0.032123,           0.0022193,             0.90908,             0.96731,             0.96191,             0.64706,            0.024632,            0.021368,           0.0013849,            0.001709,            0.001709,            0.013809
                  80,            0.030395,            0.027087,           0.0019484,              0.9583,             0.96954,             0.98324,             0.65843,            0.025803,            0.020956,           0.0013582,           0.0016549,           0.0016549,            0.012655
                  81,            0.032753,             0.03075,            0.002225,              0.9477,             0.94763,             0.96436,             0.62543,            0.025539,             0.02224,           0.0014104,           0.0016021,           0.0016021,            0.011502
                  82,            0.032513,            0.031147,           0.0023333,             0.94868,             0.97513,             0.96993,             0.64932,            0.026823,            0.021249,           0.0013522,           0.0015509,           0.0015509,            0.010351
                  83,             0.03245,            0.031254,           0.0018297,             0.94516,             0.92717,              0.9606,             0.62423,            0.026301,            0.022896,           0.0013317,           0.0015014,           0.0015014,           0.0092014
                  84,            0.027989,            0.030691,           0.0020751,             0.93268,             0.98402,             0.97042,             0.66567,            0.023949,            0.021436,           0.0012855,           0.0014539,           0.0014539,           0.0080539
                  85,            0.029896,             0.02927,           0.0019728,             0.94261,             0.96735,             0.96871,             0.69962,            0.022726,            0.020644,           0.0012139,           0.0014085,           0.0014085,           0.0069085
                  86,            0.030862,             0.03086,           0.0020592,             0.91762,             0.96737,             0.96754,             0.69347,            0.023804,            0.021374,           0.0011819,           0.0013654,           0.0013654,           0.0057654
                  87,            0.031737,            0.030325,           0.0019436,             0.93941,             0.95496,             0.96721,             0.67318,            0.023266,            0.020964,           0.0012789,           0.0013249,           0.0013249,           0.0046249
                  88,            0.030446,            0.030381,           0.0015253,             0.94117,             0.95652,             0.96385,             0.70336,            0.022452,            0.020699,           0.0012969,           0.0012871,           0.0012871,           0.0034871
                  89,            0.028369,            0.029756,           0.0019867,             0.93892,             0.97826,             0.96512,             0.70282,             0.02263,            0.021171,           0.0012152,           0.0012521,           0.0012521,           0.0023521
                  90,            0.027386,            0.032104,           0.0019283,             0.94527,             0.97826,             0.97041,             0.70841,            0.023998,            0.020512,            0.001151,           0.0012202,           0.0012202,           0.0012202
                  91,            0.028765,            0.029639,           0.0017154,             0.92742,             0.97826,             0.96324,              0.6851,            0.024167,            0.021581,           0.0011244,           0.0012202,           0.0012202,           0.0012202
                  92,            0.026954,            0.028024,           0.0018277,             0.93748,             0.95015,             0.96287,             0.70652,            0.022869,            0.020765,           0.0010319,           0.0011787,           0.0011787,           0.0011787
                  93,            0.026476,            0.028725,           0.0015815,             0.93707,             0.94039,             0.96351,             0.69751,            0.022681,            0.021237,           0.0010514,           0.0011414,           0.0011414,           0.0011414
                  94,            0.027972,            0.028033,           0.0018955,             0.91337,             0.96495,             0.95934,             0.68526,            0.024047,            0.022112,            0.001045,           0.0011084,           0.0011084,           0.0011084
                  95,            0.029492,            0.029496,           0.0020812,             0.93868,             0.95695,             0.96556,              0.6758,            0.023822,            0.021201,           0.0010238,           0.0010797,           0.0010797,           0.0010797
                  96,            0.026223,             0.03132,           0.0015842,             0.91701,             0.97826,             0.95847,             0.68323,             0.02372,             0.02347,          0.00088319,           0.0010554,           0.0010554,           0.0010554
                  97,            0.025326,            0.029062,           0.0013938,             0.95738,             0.96581,             0.97537,             0.69245,             0.02328,            0.020654,          0.00083679,           0.0010355,           0.0010355,           0.0010355
                  98,            0.026854,            0.028666,           0.0021176,             0.95669,             0.97826,             0.97545,             0.68876,            0.024182,             0.02061,          0.00092251,             0.00102,             0.00102,             0.00102
                  99,            0.027568,             0.02788,           0.0019828,             0.97793,             0.97819,             0.97912,              0.6934,            0.022948,            0.020131,          0.00099677,           0.0010089,           0.0010089,           0.0010089
